industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
C,8,12,2,7,1,1,2,1,1,0,3,4,9,2,4,5,1,3,2,5,4,5,5,1,2,2,2535.0
Q,2,18,2,13,4,5,5,1,3,0,3,3,13,1,1,3,3,5,5,5,4,2,5,1,5,2,4680.0
P,2,18,2,13,3,5,2,1,2,0,4,5,14,1,6,5,2,5,5,1,2,1,1,1,2,2,4916.6666667
O,0,12,2,7,9,5,1,2,3,2,1,4,7,1,1,2,2,5,3,5,4,1,5,1,1,2,4833.0
R,3,16,2,12,3,5,5,2,1,0,2,4,7,1,1,5,2,5,5,5,4,5,5,2,1,0,3750.0
F,9,12,1,7,1,1,1,1,3,0,1,5,11,1,5,5,1,3,4,4,2,5,5,1,1,2,1820.0
Q,2,18,2,13,8,2,3,2,3,0,3,5,12,1,1,2,2,4,2,4,2,1,5,1,2,2,4000.0833333
C,1,16,1,12,2,4,4,1,3,3,4,3,12,1,6,5,1,5,4,5,4,2,5,1,2,2,8333.3333333
Q,2,16,2,12,8,1,1,1,1,3,1,4,11,1,2,5,2,5,5,5,4,5,5,1,2,2,4451.3333333
Q,3,14,2,11,8,5,1,3,3,1,3,3,7,1,5,3,1,5,5,5,5,2,5,1,1,1,1316.1666667
P,2,21,2,14,4,1,1,2,1,0,4,4,14,1,5,2,2,4,5,3,2,2,2,1,2,2,5833.3333333
G,5,12,1,7,1,4,2,1,3,1,1,1,3,1,3,5,2,5,2,4,4,5,5,1,1,2,3250.0
Q,2,16,2,12,5,5,3,1,3,0,3,2,13,1,6,2,3,5,3,5,2,5,5,1,2,1,1625.0
I,5,12,2,7,8,5,5,1,2,1,2,3,7,2,1,1,5,1,4,4,1,4,5,2,1,0,1568.3333333
P,2,18,1,13,2,4,1,1,1,0,2,4,12,1,1,3,2,4,5,5,2,1,1,1,3,2,5833.3333333
I,5,12,2,7,5,5,1,1,3,0,4,2,7,1,1,5,2,1,5,4,2,5,5,1,1,1,2916.6666667
F,2,13,1,9,6,5,4,2,1,3,3,4,13,2,6,5,1,5,4,5,4,2,2,1,5,3,12916.666667
C,7,12,1,7,1,1,1,1,2,0,1,4,7,3,1,5,4,3,2,5,2,5,5,2,1,0,2166.6666667
J,2,16,2,12,5,1,1,1,3,0,1,3,12,3,5,2,1,2,1,2,4,1,1,1,3,2,3900.0
G,5,12,1,7,8,5,5,1,3,0,5,3,7,2,4,3,1,5,5,5,4,1,5,1,4,1,1820.0
N,5,12,1,7,4,1,2,2,3,0,1,5,7,3,5,2,1,4,4,5,4,2,5,1,1,1,4583.3333333
C,3,12,1,7,8,1,1,1,3,0,1,3,7,1,3,3,3,1,1,3,1,1,5,1,2,2,3466.6666667
I,5,14,2,11,9,4,4,1,3,0,5,3,7,1,1,5,4,4,5,4,1,5,5,2,1,0,1300.0
Q,3,13,2,9,8,1,1,1,1,1,5,5,7,1,5,5,2,1,1,2,2,1,5,1,1,2,1918.5666667
H,3,12,1,7,8,1,1,1,3,2,1,3,7,1,5,2,2,4,4,2,2,5,3,1,1,1,3033.3333333
J,3,12,1,7,4,1,1,1,3,0,2,4,7,2,5,4,2,5,4,5,4,3,4,1,5,3,2600.0
P,5,12,2,7,1,1,1,2,3,0,2,2,7,1,3,3,2,1,3,5,4,5,5,1,1,1,2000.0
O,2,19,2,13,4,5,5,2,1,0,1,4,13,1,1,2,2,5,2,4,3,1,2,1,2,2,4200.0
I,5,9,2,3,0,5,5,1,1,1,3,5,7,1,5,5,2,4,5,1,1,5,5,2,1,0,658.33333333
C,1,18,1,13,6,3,3,1,1,0,5,4,12,1,1,2,2,4,4,5,2,1,1,1,5,2,8833.3333333
P,2,16,1,12,5,5,5,2,3,0,3,4,12,1,5,5,1,5,5,5,5,5,5,1,1,2,3500.0
O,3,18,1,13,4,3,4,2,1,0,4,4,12,2,2,3,1,4,3,3,3,1,1,1,4,3,4166.6666667
G,4,12,2,7,8,2,1,1,1,0,2,3,9,2,5,2,2,2,1,4,2,1,5,1,1,2,2808.0
M,5,12,2,7,4,1,1,3,3,0,2,4,3,3,6,2,1,1,1,5,5,5,5,2,1,0,866.66666667
O,2,18,2,13,8,5,5,2,1,1,1,3,13,3,6,5,1,5,5,5,5,1,5,1,3,2,6070.0
P,1,16,2,12,4,2,2,3,3,1,5,4,12,1,6,3,3,4,2,4,4,3,5,1,2,2,5166.6666667
B,2,16,1,12,6,1,3,1,3,0,1,2,12,1,5,3,2,3,3,5,3,2,1,1,2,2,4229.1666667
O,5,16,1,12,8,5,5,2,3,1,2,3,9,1,1,5,1,5,5,5,3,4,5,1,1,1,5375.0
G,5,12,2,7,8,5,5,1,3,1,1,5,7,1,1,3,2,4,1,5,2,3,3,1,1,1,1744.1666667
C,2,14,1,11,6,1,1,1,3,0,3,4,11,1,6,4,2,3,3,5,5,1,2,1,1,3,4333.3333333
G,3,16,1,12,6,4,3,1,3,0,3,3,12,1,6,5,2,4,4,4,4,2,2,1,4,2,7500.0
O,1,18,1,13,6,4,2,1,1,1,4,5,13,1,6,4,2,4,4,5,5,2,5,1,5,3,13333.333333
I,1,12,2,7,9,5,5,1,1,4,5,5,7,1,1,5,1,5,5,2,2,4,5,1,1,1,4025.0
M,2,16,1,12,3,5,4,1,3,1,2,4,12,1,3,3,2,4,3,4,5,1,5,1,1,3,6250.0
J,1,12,1,7,4,5,5,2,3,1,2,3,7,2,1,5,2,5,4,5,3,4,5,1,1,2,1733.3333333
Q,5,12,2,7,1,1,1,1,3,0,3,5,7,2,1,2,2,4,1,5,4,5,5,1,5,1,2000.0
G,7,13,1,9,6,1,5,1,1,0,5,5,7,3,6,2,2,5,5,5,4,5,5,1,1,1,5458.3333333
G,1,14,1,11,5,5,5,1,2,1,2,3,12,1,6,5,2,5,3,5,1,2,5,1,1,1,7666.6666667
Q,2,16,2,12,8,1,1,2,3,3,3,3,12,1,5,2,2,2,2,3,2,3,4,1,1,2,5916.6666667
C,2,14,1,11,5,4,1,1,1,4,4,4,7,2,5,5,1,5,5,5,3,5,5,1,3,2,4650.0
G,5,12,1,7,1,1,1,1,2,0,4,1,3,1,3,5,2,3,1,5,5,2,4,1,1,1,1040.0
I,5,14,1,11,4,5,4,1,3,0,3,2,7,2,3,5,3,5,3,5,1,5,5,1,1,1,5416.6666667
Q,9,14,1,11,8,1,1,1,1,0,5,4,7,3,5,1,2,1,1,3,3,5,5,1,5,2,666.66666667
H,2,12,2,7,9,5,5,2,3,0,1,4,7,1,6,5,2,5,4,5,4,1,5,1,4,2,4083.3333333
P,2,14,2,11,4,2,1,3,2,2,2,3,12,2,5,2,3,4,3,5,4,4,5,1,2,2,2791.6666667
G,8,12,1,7,4,1,1,1,2,0,1,2,7,1,1,2,2,3,2,5,3,5,5,1,1,1,2165.0
C,8,9,1,3,0,1,1,1,3,0,1,3,7,1,3,4,2,3,4,4,1,5,5,2,1,0,1950.0
L,1,12,1,7,5,5,5,1,1,2,1,5,11,2,5,3,3,5,5,5,3,1,5,1,3,2,3750.0
L,2,13,2,9,9,3,3,1,3,2,3,4,9,1,5,5,4,5,3,5,4,4,5,1,3,2,7500.0
I,9,9,2,3,0,4,5,1,2,0,2,5,1,1,3,5,1,4,1,4,2,5,5,2,1,0,1386.6666667
C,5,14,2,11,9,1,5,1,1,0,5,4,7,1,1,4,1,5,4,3,3,5,2,1,1,1,892.32
P,2,18,2,13,2,5,4,2,1,2,1,3,12,1,1,3,2,5,5,5,4,5,5,1,1,2,7583.3333333
O,2,16,1,12,4,1,1,2,3,0,4,4,13,2,5,2,2,2,2,5,3,1,5,1,3,2,6083.3333333
C,3,6,1,2,0,4,5,1,3,1,5,5,9,1,6,5,1,4,4,5,4,3,5,2,1,0,3986.6666667
G,5,9,1,3,0,5,1,1,3,0,1,1,3,1,2,5,2,5,1,5,1,5,5,1,1,1,1317.3333333
R,1,14,2,11,1,4,4,3,3,4,4,3,12,2,6,3,3,5,4,5,4,2,5,1,2,2,4203.3333333
I,5,12,2,7,1,1,1,1,3,0,3,2,1,1,1,3,2,1,4,5,1,5,5,1,1,1,2441.8333333
S,5,14,1,11,5,1,1,1,2,0,3,4,7,1,1,2,1,5,1,5,3,5,5,1,1,1,893.83333333
H,9,13,1,9,9,1,1,1,3,0,3,2,7,1,3,2,3,2,1,2,2,4,4,2,1,0,866.66666667
N,4,16,2,12,4,5,5,1,3,0,3,5,7,1,2,5,1,5,5,5,5,1,5,1,2,1,2156.6666667
J,3,16,1,12,3,5,5,1,2,0,4,4,7,3,5,5,2,3,3,5,5,1,5,1,3,2,3916.6666667
P,1,18,2,13,2,5,5,2,1,4,4,5,13,1,6,5,1,5,4,5,5,3,5,1,3,2,8208.3333333
M,1,9,1,3,0,4,4,1,1,2,3,5,12,2,6,3,2,5,5,3,4,1,5,1,1,2,15833.333333
S,5,12,2,7,2,5,5,1,1,2,3,3,9,1,2,5,2,5,4,5,5,5,5,1,1,2,3833.3333333
K,2,18,1,13,4,3,1,1,2,0,3,4,12,1,6,3,2,2,2,5,3,1,5,1,3,2,7000.0
O,9,13,1,9,1,1,1,2,2,3,1,3,7,2,1,1,2,5,2,5,2,5,5,1,1,1,6250.0
P,2,16,2,12,5,1,1,2,3,0,2,3,12,2,3,1,3,3,5,2,2,1,1,2,1,0,736.66666667
G,2,19,2,13,8,5,5,1,1,3,2,4,13,1,3,5,2,5,4,4,4,5,5,1,3,2,10958.333333
Q,3,14,2,11,8,1,4,2,2,0,3,3,11,1,5,3,2,5,3,5,4,4,4,1,1,1,1820.0
I,9,9,1,3,0,1,1,1,1,0,2,2,3,2,1,2,2,5,2,5,3,4,5,1,1,1,2721.3333333
J,2,18,1,13,6,4,3,1,3,0,4,3,12,2,6,2,2,5,3,5,5,2,5,1,5,3,10200.0
Q,5,12,1,7,1,5,5,3,3,0,5,5,7,1,5,3,2,5,2,4,3,5,5,1,1,1,2625.0
Q,1,21,1,14,8,2,2,3,3,4,3,4,14,1,6,5,3,4,5,2,4,1,2,1,3,2,12166.666667
F,7,13,1,9,8,2,4,1,3,0,3,5,7,3,1,4,2,5,1,5,4,5,5,2,1,0,4375.0
P,2,18,2,13,5,5,5,2,3,0,2,3,12,1,1,4,1,5,4,5,4,5,5,1,4,2,3833.3333333
G,1,14,2,11,8,1,1,1,3,2,5,5,7,2,2,4,3,4,4,5,4,5,5,1,2,2,2863.3333333
I,9,12,1,7,1,1,1,1,3,0,3,2,7,2,1,2,1,5,4,4,1,5,5,2,1,0,1300.0
Q,7,14,1,11,8,2,2,1,3,0,3,3,11,1,6,4,3,2,1,5,5,5,5,1,3,2,4875.0
H,5,12,1,7,4,1,1,2,1,0,1,2,7,1,6,1,1,4,1,1,1,5,5,2,1,0,3293.3333333
G,5,12,1,7,4,5,5,1,3,1,3,4,7,1,6,5,2,5,4,5,4,5,5,1,1,1,3750.0
C,8,12,2,7,1,2,1,1,1,0,2,5,7,1,3,5,3,5,5,5,5,5,5,1,1,1,2375.3833333
P,2,19,1,13,8,3,1,3,3,0,2,4,13,1,6,2,1,4,5,4,3,4,5,1,3,2,9583.3333333
Q,1,16,2,12,5,4,5,1,1,4,5,5,12,1,6,5,1,5,4,5,4,2,5,1,4,3,11666.666667
G,5,12,1,7,4,1,1,1,2,0,2,3,7,2,1,5,1,1,3,3,2,5,5,1,1,1,3958.3333333
C,1,12,2,7,1,5,4,1,1,3,5,3,7,2,1,1,1,5,4,4,3,5,5,1,1,1,6900.8333333
C,8,14,1,11,3,1,1,1,3,0,1,3,7,2,1,5,2,3,5,5,5,5,5,2,1,0,1950.0
C,7,12,1,7,6,3,4,1,1,2,3,5,7,1,5,2,1,4,5,4,4,5,5,1,1,2,5528.0
K,3,14,2,11,1,4,3,2,3,0,4,4,12,1,4,4,2,5,4,5,4,1,5,1,1,2,8000.0
L,3,16,2,12,9,5,5,1,3,1,2,4,12,2,3,3,2,5,2,3,2,2,5,1,2,2,4041.6666667
I,5,12,2,7,1,5,1,1,3,0,1,2,7,2,2,3,2,5,1,2,1,4,5,1,1,1,552.5
P,2,16,2,12,5,5,5,2,3,0,2,3,12,1,5,3,1,5,5,5,3,3,5,1,3,1,4000.0
Q,3,12,2,7,4,5,5,1,1,2,3,3,12,1,5,5,1,4,4,5,4,2,5,1,3,2,4833.3333333
Q,3,14,1,11,8,5,5,2,1,0,5,5,9,1,3,4,1,5,4,5,4,5,5,1,1,1,3120.0
N,3,16,2,12,4,1,1,1,3,0,5,5,12,1,1,2,1,1,1,2,1,1,1,1,1,2,1500.0
P,2,18,2,13,2,5,5,2,1,4,4,4,13,1,6,2,1,5,5,5,5,5,5,1,1,1,18333.333333
G,4,16,2,12,8,3,3,2,3,0,2,3,7,1,3,3,2,4,4,5,4,2,5,1,1,2,1191.6666667
G,5,16,1,12,3,5,1,2,3,0,1,4,7,2,1,5,2,3,1,4,2,5,5,2,1,0,1699.35
Q,3,12,2,7,8,5,1,1,3,0,3,1,9,2,5,4,1,5,2,5,2,1,5,1,1,1,3523.6666667
Q,5,14,1,11,6,5,5,1,2,1,5,5,9,3,6,5,2,5,4,5,4,5,5,1,1,1,4035.3333333
F,5,12,1,7,4,1,1,1,3,0,3,3,7,1,1,2,1,2,3,2,1,4,5,2,1,0,1906.6666667
I,5,12,1,7,7,4,4,1,2,1,1,4,7,3,1,2,2,5,5,5,5,5,5,1,1,1,1516.6666667
J,2,16,2,12,5,2,3,1,3,0,4,5,12,1,6,5,1,3,2,5,4,1,5,1,3,3,6666.6666667
M,2,12,2,7,2,5,5,1,1,1,2,2,7,2,6,5,2,5,5,5,5,5,5,1,5,3,4092.0833333
G,8,14,1,11,3,3,1,1,1,0,5,3,9,2,3,5,2,3,2,5,2,5,5,1,1,2,3350.0
M,3,14,2,11,4,5,1,1,1,0,3,5,7,1,4,5,2,5,2,5,1,1,5,1,1,2,2147.7
Q,3,14,2,11,1,5,4,1,1,0,3,1,11,2,1,4,2,5,3,4,4,1,5,1,1,2,2691.6666667
C,8,14,1,11,4,1,1,1,1,0,1,3,7,1,1,5,1,3,4,5,2,5,5,2,1,0,2935.8333333
G,5,12,2,7,9,3,3,1,2,0,1,2,7,3,2,5,3,5,5,5,1,5,5,2,1,0,2215.6
F,7,9,1,3,0,5,1,1,3,0,2,2,7,2,6,5,1,5,5,5,5,5,5,2,1,0,2600.0
J,2,9,2,3,0,1,1,1,1,0,5,2,12,2,5,1,1,1,1,5,2,1,5,1,4,2,1733.3333333
G,5,12,2,7,8,3,1,1,3,1,3,2,7,1,1,4,3,3,3,4,2,5,5,2,1,0,1733.3333333
S,9,9,2,3,0,2,1,1,3,0,3,4,1,1,1,2,3,2,1,4,3,4,5,1,1,1,487.5
S,5,12,2,7,4,1,1,3,3,0,4,4,3,2,2,2,3,1,1,5,1,5,5,2,1,0,910.0
J,5,12,1,7,4,5,3,1,1,3,2,3,7,1,6,5,1,5,5,5,4,2,5,1,5,2,3900.0
I,5,9,2,3,0,5,5,1,3,0,2,4,3,1,3,1,2,5,5,5,4,5,4,2,1,0,1114.75
C,7,16,1,12,3,2,1,1,3,0,2,3,11,1,5,3,3,1,2,5,4,2,5,1,1,2,4287.5
H,3,12,1,7,4,4,1,1,1,3,3,5,7,1,6,5,1,5,5,5,5,5,5,1,2,2,3466.6666667
I,9,13,2,9,9,1,1,1,3,0,3,3,1,1,1,1,1,1,1,1,1,5,5,2,1,0,442.0
C,7,19,2,13,4,1,1,1,2,3,1,1,12,1,6,2,1,4,5,2,2,3,2,1,1,1,2946.6666667
O,5,12,2,7,8,2,2,2,3,0,1,3,7,3,1,5,2,3,4,1,1,5,5,1,1,1,1950.0
O,0,18,1,13,4,2,1,2,3,5,3,4,12,1,3,2,2,3,2,4,4,1,1,1,3,2,10000.0
Q,1,18,2,13,8,5,4,3,3,1,3,3,13,1,6,2,2,5,5,5,4,1,5,1,2,2,5416.6666667
Q,5,13,1,9,4,5,1,3,3,0,1,2,7,3,5,3,3,5,5,4,2,5,5,1,1,1,3270.8333333
Q,5,12,2,7,4,4,4,3,3,0,3,3,7,1,2,5,1,4,5,4,3,5,1,2,1,0,1245.8333333
M,2,16,1,12,6,4,3,1,3,0,2,4,12,1,1,2,1,5,5,5,3,2,2,1,3,3,5225.0
F,8,12,1,7,6,1,1,1,3,0,2,2,7,2,5,1,1,4,2,3,2,5,2,2,1,0,3120.0
G,7,9,2,3,0,3,1,1,3,0,5,4,1,2,1,5,3,4,1,5,1,5,5,2,1,0,919.96666667
J,3,16,2,12,1,3,3,1,3,0,5,5,12,2,5,5,1,5,5,5,4,1,5,1,4,2,3040.0
J,4,12,1,7,4,1,5,1,3,0,1,4,7,2,1,5,1,5,3,5,4,1,5,1,1,1,1733.3333333
I,4,16,1,12,9,3,1,1,3,1,2,4,12,1,3,5,1,5,5,5,1,5,5,1,1,2,1906.6666667
C,3,12,2,7,2,1,1,1,1,1,1,2,7,1,1,5,2,5,3,5,4,5,5,1,1,1,3033.4166667
G,2,16,1,12,5,3,2,1,3,0,3,3,12,1,6,2,3,4,4,5,4,1,5,1,4,2,5083.3333333
P,2,18,2,13,3,5,5,2,3,1,1,3,12,3,3,5,1,5,5,5,5,5,5,1,1,2,6333.3333333
P,2,16,2,12,5,1,1,3,3,0,4,5,12,1,1,5,1,4,5,5,5,2,3,1,4,3,3250.0
F,7,9,1,3,0,1,1,1,3,0,2,2,7,3,3,1,2,1,1,2,2,5,5,2,1,0,2253.3333333
Q,3,12,2,7,9,1,1,3,3,0,4,4,9,2,2,3,1,1,1,1,1,1,1,1,1,2,975.0
C,1,16,2,12,6,3,4,1,1,1,3,4,12,1,3,2,2,4,3,5,4,1,5,1,3,2,4416.6666667
Q,2,16,1,12,8,5,1,1,3,0,2,4,13,1,6,2,2,5,5,5,4,4,5,1,2,1,7833.3333333
M,3,12,2,7,9,5,4,1,1,0,3,4,12,2,5,5,1,4,1,5,3,2,5,1,3,1,68553.33
Q,3,14,2,11,8,5,1,1,3,0,5,5,11,1,1,4,1,5,5,4,3,5,5,1,1,1,4853.3333333
C,1,16,1,12,6,4,4,1,2,5,5,4,13,2,6,3,2,5,3,5,4,3,5,1,4,3,10833.333333
C,9,12,1,7,1,5,1,1,3,0,1,2,1,1,1,5,3,5,5,1,1,5,5,2,1,0,1950.0
S,4,13,2,9,9,1,1,3,3,0,5,5,7,1,3,1,1,2,2,5,2,1,5,1,1,1,866.66666667
Q,3,16,1,12,8,5,5,3,2,1,1,2,7,3,6,5,2,5,5,5,5,5,5,1,1,3,2262.0
H,8,12,1,7,6,5,5,1,3,0,2,5,9,2,5,5,2,3,1,5,4,5,5,1,1,1,5562.5
K,3,16,2,12,3,1,1,1,3,0,3,3,12,2,5,3,2,2,2,5,3,1,5,1,5,1,2733.3333333
N,9,12,1,7,1,1,1,1,3,1,4,3,7,1,2,2,1,1,1,5,3,4,1,1,1,1,1200.0
I,1,9,1,3,0,4,1,1,3,1,3,5,3,3,1,2,2,2,4,4,2,5,5,1,1,1,585.0
Q,2,18,2,13,8,4,4,2,3,0,3,4,13,2,5,3,3,5,1,3,3,1,2,1,1,2,3683.3333333
G,5,13,2,9,8,5,4,1,3,4,1,3,7,2,1,5,1,5,5,5,5,5,5,1,3,2,5000.0
C,8,12,1,7,6,2,1,1,3,2,1,3,7,1,3,2,2,1,1,5,5,5,1,2,1,0,3033.3333333
P,2,16,2,12,2,5,5,2,3,0,2,4,12,1,3,2,2,5,5,5,4,1,5,1,1,1,3770.0
N,4,12,2,7,4,2,1,1,2,0,1,2,7,3,5,3,2,5,3,5,5,1,5,1,4,2,3466.6666667
P,9,12,2,7,1,5,5,2,3,0,2,5,7,2,3,5,1,4,5,2,2,5,5,2,1,0,577.05333333
Q,3,16,2,12,4,5,4,1,3,0,3,3,12,1,3,3,2,4,4,4,3,5,2,2,1,0,1300.0
M,4,12,2,7,5,5,5,1,3,0,3,5,12,2,3,5,2,4,1,4,3,1,1,1,5,2,4160.0
Q,3,14,2,11,8,5,5,2,3,0,3,4,11,1,1,2,2,5,5,5,3,5,5,1,1,2,5451.3333333
F,3,12,1,7,4,5,5,1,1,3,3,3,9,1,6,3,1,5,4,5,5,5,5,2,1,0,7551.6666667
H,2,16,1,12,6,4,3,1,2,1,3,5,12,1,6,4,2,5,3,4,3,3,2,1,5,2,9750.0
P,5,16,2,12,2,5,5,2,3,0,2,3,7,3,5,1,3,2,5,5,3,1,4,1,1,1,1266.2
C,7,12,1,7,1,3,4,1,3,0,2,3,7,1,1,4,2,4,4,5,4,5,5,1,1,1,3113.3333333
Q,2,16,2,12,8,1,1,1,1,0,2,3,12,1,5,3,2,5,5,3,2,1,1,1,1,2,6000.0
I,5,6,2,2,0,1,5,1,3,0,5,5,2,3,6,4,1,4,4,1,1,5,5,2,1,0,617.5
F,4,13,2,9,1,1,1,1,3,0,3,3,7,3,4,2,3,4,2,4,3,2,2,1,2,2,3933.3333333
Q,5,6,1,1,0,1,1,1,1,0,1,3,7,1,1,5,2,1,2,4,2,5,5,2,1,0,1427.4
G,5,16,2,12,3,5,2,1,1,2,3,3,11,1,3,5,1,4,4,5,4,4,5,1,1,2,2550.0
P,8,14,2,11,2,5,5,2,2,0,1,3,7,2,1,1,3,1,1,3,3,1,5,1,1,2,1100.0
M,2,16,1,12,6,4,4,1,1,1,5,4,12,1,6,5,2,5,5,5,4,1,5,1,3,2,7916.6666667
G,5,9,2,3,0,1,5,1,1,1,1,2,3,1,1,1,1,5,2,5,1,5,5,1,1,1,1741.0
I,5,12,1,7,4,5,1,1,1,0,3,2,7,2,1,2,2,5,2,5,1,5,5,2,1,0,975.0
H,9,12,1,7,1,1,1,2,3,0,1,3,7,1,1,1,2,2,1,2,1,1,5,2,1,0,476.66666667
G,5,12,2,7,4,4,1,1,3,2,1,3,1,1,5,3,2,3,4,4,2,4,5,1,1,1,2478.6666667
K,1,12,2,7,4,5,1,1,3,1,3,3,7,1,5,5,2,5,5,5,4,5,5,1,5,2,2541.6666667
N,1,16,1,12,4,4,4,1,1,2,5,5,12,1,6,2,2,3,2,2,3,1,5,1,2,2,24166.666667
C,2,18,1,13,6,4,3,1,1,4,3,4,12,1,6,4,2,5,4,5,3,2,2,1,2,2,13333.333333
B,9,13,1,9,6,1,1,1,1,0,1,4,7,2,1,2,2,2,4,4,4,5,5,2,1,0,10000.0
J,1,16,2,12,4,3,4,2,3,1,3,4,12,1,6,4,2,4,2,5,3,2,2,1,5,2,10833.333333
C,3,16,2,12,5,1,2,1,3,0,3,5,7,3,5,1,1,4,2,4,2,1,5,1,2,2,3871.6666667
G,5,9,2,3,0,5,1,1,3,0,3,4,7,1,1,5,3,5,4,1,2,5,5,1,1,2,1100.0
I,1,12,1,7,4,5,2,1,3,3,3,2,3,3,1,2,2,5,4,3,2,5,5,1,2,2,3283.3333333
F,3,12,2,7,8,5,5,1,3,0,3,4,7,1,3,4,2,5,3,5,4,3,5,1,2,2,4375.0
G,9,12,1,7,1,1,1,1,3,0,3,4,7,1,1,4,2,2,2,5,2,4,5,2,1,0,1950.0
M,2,18,1,13,6,4,3,1,1,1,2,4,12,1,1,3,1,4,4,4,4,1,5,1,2,2,6666.6666667
Q,2,18,2,13,8,5,5,1,1,1,1,3,13,1,5,4,1,5,4,5,5,5,5,1,3,1,15750.0
P,3,18,1,13,3,4,4,1,2,0,5,5,12,2,5,3,2,4,2,4,2,1,5,1,2,2,650.0
N,6,12,1,7,1,2,1,1,3,0,4,4,1,1,3,3,2,2,2,4,3,5,5,2,1,0,1956.6666667
I,1,12,1,7,3,3,3,1,3,3,5,4,3,1,1,2,1,5,5,5,5,5,5,1,1,1,5208.3333333
G,9,12,1,7,1,5,5,1,3,0,3,1,7,2,1,5,2,5,2,5,2,5,5,1,1,1,1414.4833333
G,5,12,2,7,9,5,5,1,3,2,5,5,7,2,6,5,1,5,5,2,2,5,5,1,3,1,5458.3333333
Q,2,18,2,13,5,5,1,1,2,0,1,5,13,1,1,5,1,5,5,5,4,1,5,1,2,2,7750.0
Q,5,14,1,11,5,5,5,3,1,4,4,5,12,2,6,2,1,5,4,5,4,3,2,1,3,2,8333.3333333
H,1,13,1,9,6,4,3,1,1,2,2,3,7,1,4,4,2,3,4,5,2,3,2,1,1,1,4416.6666667
K,2,16,1,12,4,2,1,2,3,0,3,3,12,1,6,3,2,2,3,2,2,1,5,1,2,2,7666.6666667
C,1,18,1,13,6,4,3,1,1,3,2,3,12,1,1,3,2,3,4,5,4,1,1,1,2,3,6396.0
L,2,12,2,7,4,4,3,1,3,0,3,5,9,2,5,2,2,4,4,4,3,1,5,1,3,2,4333.3333333
K,2,19,2,13,4,1,1,2,1,0,3,4,12,2,3,2,1,1,3,5,5,1,1,1,5,3,5583.3333333
Q,3,12,2,7,4,1,1,2,1,0,3,3,7,3,3,3,1,1,2,5,2,1,1,1,1,1,2166.6666667
O,2,16,1,12,5,4,5,2,1,2,2,5,13,2,6,3,2,5,4,5,4,3,5,1,2,2,5000.0
R,3,16,1,12,4,5,5,1,1,0,3,5,12,2,6,4,1,5,5,5,4,1,1,1,5,2,3342.5
H,8,12,1,7,6,1,1,1,3,0,1,5,7,2,6,2,2,1,4,5,4,1,5,1,1,1,4178.3333333
G,9,14,1,11,4,1,1,1,3,0,3,3,7,1,3,1,3,1,1,3,1,5,5,2,1,0,3317.6666667
N,9,14,2,11,2,1,1,1,3,0,1,5,2,1,2,1,2,1,2,2,1,5,5,2,1,0,589.33333333
P,2,18,2,13,2,5,4,2,3,0,1,4,12,1,1,5,4,5,5,5,4,5,5,1,1,1,4075.0
G,8,12,1,7,6,5,5,1,1,1,2,2,7,2,5,5,2,5,5,4,4,5,3,1,1,1,6750.0
H,1,14,2,11,4,4,3,1,1,1,2,3,7,2,1,5,1,4,4,4,3,5,5,1,1,1,2183.3333333
I,5,9,1,3,0,1,5,2,2,0,3,1,7,1,2,5,3,5,5,5,4,5,5,1,2,2,1040.0
Q,5,13,1,9,9,3,1,2,2,0,3,3,7,1,5,5,2,3,3,5,4,5,5,2,1,0,2106.0
F,7,12,1,7,1,3,3,1,2,0,2,2,7,2,3,5,3,4,5,5,4,5,5,1,1,1,2816.6666667
M,2,18,1,13,6,4,3,1,2,0,2,3,12,1,6,4,3,5,3,2,5,3,5,1,2,2,7750.0
Q,2,18,2,13,8,5,5,1,3,0,1,5,13,1,1,5,2,5,5,5,4,2,5,1,1,2,7666.6666667
G,5,12,2,7,1,5,5,1,3,0,3,3,7,1,1,5,2,5,5,5,3,5,5,1,1,1,2100.1
I,5,12,2,7,1,4,1,1,3,0,4,4,7,2,1,5,2,3,3,5,5,5,5,1,1,1,1733.3333333
F,7,12,1,7,6,1,1,1,3,0,2,3,7,1,5,4,2,2,2,3,3,5,5,2,1,0,4373.3333333
M,2,16,2,12,3,5,5,1,3,0,5,5,12,1,5,4,1,5,1,5,4,1,5,1,1,2,5969.6666667
N,3,12,2,7,8,5,1,2,3,0,2,2,7,2,3,3,2,5,2,5,3,1,5,1,5,3,3166.6666667
I,9,9,1,3,0,3,5,1,3,0,2,4,1,1,1,4,2,5,2,4,4,2,5,2,1,0,1023.75
P,2,18,2,15,2,5,5,2,3,1,2,3,12,3,5,1,2,5,5,5,4,2,5,1,1,2,4736.3333333
G,7,13,1,9,6,1,2,1,3,1,3,2,3,1,5,5,2,5,5,4,2,5,5,2,1,0,1386.6666667
F,4,12,2,7,4,4,1,1,1,0,3,4,7,2,5,2,3,5,2,5,4,2,5,1,2,1,4021.6666667
I,4,12,1,7,4,4,4,1,2,0,3,4,12,2,5,2,2,5,2,4,3,5,5,1,5,2,4250.0
